source,query_label,title,authors,year,journal,doi,url,abstract
PubMed,liver_ultrasound_segmentation_dl,A Bi-modal Temporal Segmentation Network for Automated Segmentation of Focal Liver Lesions in Dynamic Contrast-enhanced Ultrasound.,"Duan, Yu; Shi, Siyuan; Long, Haiyi; Zhong, Xian; Tan, Yang et al.",2025,Ultrasound in medicine & biology,10.1016/j.ultrasmedbio.2024.12.014,https://pubmed.ncbi.nlm.nih.gov/39952824/,"OBJECTIVE: To develop and validate an automated deep learning-based model for focal liver lesion (FLL) segmentation in a dynamic contrast-enhanced ultrasound (CEUS) video. METHODS: In this multi-center and retrospective study, patients with FLL who underwent dynamic CEUS exam were included from September 2021 to December 2021 (model development and internal test sets), and from March 2023 to May 2023 (external test sets). A bi-modal temporal segmentation network (BTS-Net) was developed and its performance was evaluated using Dice score, intersection over union (IoU) and Hausdorff distance, and compared against several segmentation methods. Time-intensity curves (TICs) were obtained automatically from BTS-Net and manually de-lineated by an experienced radiologist, and evaluated by intra-class correlation and Pearson correlation co-efficients. Multiple characteristics were analyzed to evaluate the influencing factors of BTS-Net. RESULTS: A total of 232 patients (160 men, median age 56 y) with single FLL were enrolled. BTS-Net achieved mean Dice scores of 0.78, 0.74 and 0.80, mean IoUs of 0.67, 0.62 and 0.68, and mean Hausdorff distances of 15.83, 16.01 and 15.04 in the internal test set and two external test sets, respectively. The mean intra-class correlation and Pearson correlation co-efficients of TIC were 0.89, 0.92 and 0.98, and 0.91, 0.93 and 0.99, respectively. BTS-Net demonstrated a significantly higher mean Dice score and IoU in large (0.82, 0.72), homogeneous positive enhanced (0.81, 0.70) or stable (0.81, 0.70) lesions in pooled test sets. CONCLUSION: Our study proposed BTS-Net for automated FLL segmentation of dynamic CEUS video, achieving favorable performance in the test sets. Downstream TIC generation based on BTS-Net performed well, demonstrating its potential as an effective segmentation tool in clinical practice."
PubMed,liver_ultrasound_segmentation_dl,AI-assisted anatomical structure recognition and segmentation via mamba-transformer architecture in abdominal ultrasound images.,"Chang, Shih-Fang; Wu, Po-Yi; Tsai, Ming-Chang; Tseng, Vincent S; Wang, Chi-Chih",2025,Frontiers in artificial intelligence,10.1016/j.compmedimag.2024.102338,https://pubmed.ncbi.nlm.nih.gov/40771938/,"BACKGROUND: Abdominal ultrasonography is a primary diagnostic tool for evaluating medical conditions within the abdominal cavity. Accurate determination of the relative locations of intra-abdominal organs and lesions based on anatomical features in ultrasound images is essential in diagnostic sonography. Recognizing and extracting anatomical landmarks facilitates lesion evaluation and enhances diagnostic interpretation. Recent artificial intelligence (AI) segmentation methods employing deep neural networks (DNNs) and transformers encounter computational efficiency challenges to balance the preservation of feature dependencies information with model efficiency, limiting their clinical applicability. METHODS: The anatomical structure recognition framework, MaskHybrid, was developed using a private dataset comprising 34,711 abdominal ultrasound images of 2,063 patients from CSMUH. The dataset included abdominal organs and vascular structures (hepatic vein, inferior vena cava, portal vein, gallbladder, kidney, pancreas, spleen) and liver lesions (hepatic cyst, tumor). MaskHybrid adopted a mamba-transformer hybrid architecture consisting of an evolved backbone network, encoder, and corresponding decoder to capture long-range spatial dependencies and contextual information effectively, demonstrating improved image segmentation capabilities in visual tasks while mitigating the computational burden associated with the transformer-based attention mechanism. RESULTS: Experiments on the retrospective dataset achieved a mean average precision (mAP) score of 74.13% for anatomical landmarks segmentation in abdominal ultrasound images. Our proposed framework outperformed baselines across most organ and lesion types and effectively segmented challenging anatomical structures. Moreover, MaskHybrid exhibited a significantly shorter inference time (0.120 ± 0.013 s), achieving 2.5 times faster than large-sized AI models of similar size. Combining Mamba and transformer architectures, this hybrid design was well-suited for the timely analysis of complex anatomical structures segmentation in abdominal ultrasonography, where accuracy and efficiency are critical in clinical practice. CONCLUSION: The proposed mamba-transformer hybrid recognition framework simultaneously detects and segments multiple abdominal organs and lesions in ultrasound images, achieving superior segmentation accuracy, visualization effect, and inference efficiency, thereby facilitating improved medical image interpretation and near real-time diagnostic sonography that meets clinical needs."
PubMed,liver_ultrasound_segmentation_dl,Attention residual network for medical ultrasound image segmentation.,"Liu, Honghua; Zhang, Peiqin; Hu, Jiamin; Huang, Yini; Zuo, Shanshan et al.",2025,Scientific reports,10.1016/j.compbiomed.2022.106438,https://pubmed.ncbi.nlm.nih.gov/40595803/,"Ultrasound imaging can distinctly display the morphology and structure of internal organs within the human body, enabling the examination of organs like the breast, liver, and thyroid. It can identify the locations of tumors, nodules, and other lesions, thereby serving as an efficacious tool for treatment detection and rehabilitation evaluation. Typically, the attending physician is required to manually demarcate the boundaries of lesion locations, such as tumors, in ultrasound images. Nevertheless, several issues exist. The high noise level in ultrasound images, the degradation of image quality due to the impact of surrounding tissues, and the influence of the operator's experience and proficiency on the determination of lesion locations can all contribute to a reduction in the accuracy of delineating the boundaries of lesion sites. In the wake of the advancement of deep learning, its application in medical image segmentation is becoming increasingly prevalent. For instance, while the U-Net model has demonstrated a favorable performance in medical image segmentation, the convolution layers of the traditional U-Net model are relatively simplistic, leading to suboptimal extraction of global information. Moreover, due to the significant noise present in ultrasound images, the model is prone to interference. In this research, we propose an Attention Residual Network model (ARU-Net). By incorporating residual connections within the encoder section, the learning capacity of the model is enhanced. Additionally, a spatial hybrid convolution module is integrated to augment the model's ability to extract global information and deepen the vertical architecture of the network. During the feature fusion stage of the skip connections, a channel attention mechanism and a multi-convolutional self-attention mechanism are respectively introduced to suppress noisy points within the fused feature maps, enabling the model to acquire more information regarding the target region. Finally, the predictive efficacy of the model was evaluated using publicly accessible breast ultrasound and thyroid ultrasound data. The ARU-Net achieved mean Intersection over Union (mIoU) values of 82.59% and 84.88%, accuracy values of 97.53% and 96.09%, and F1-score values of 90.06% and 89.7% for breast and thyroid ultrasound, respectively."
Arxiv,nnunet_liver_ultrasound,Automatic segmentation of colorectal liver metastases for ultrasound-based navigated resection,Tiziano Natali; Karin A. Olthof; Niels F. M. Kok; Koert F. D. Kuhlmann; Theo J. M. Ruers et al.,2025,arXiv preprint,,http://arxiv.org/abs/2511.05253v1,"Introduction: Accurate intraoperative delineation of colorectal liver metastases (CRLM) is crucial for achieving negative resection margins but remains challenging using intraoperative ultrasound (iUS) due to low contrast, noise, and operator dependency. Automated segmentation could enhance precision and efficiency in ultrasound-based navigation workflows.   Methods: Eighty-five tracked 3D iUS volumes from 85 CRLM patients were used to train and evaluate a 3D U-Net implemented via the nnU-Net framework. Two variants were compared: one trained on full iUS volumes and another on cropped regions around tumors. Segmentation accuracy was assessed using Dice Similarity Coefficient (DSC), Hausdorff Distance (HDist.), and Relative Volume Difference (RVD) on retrospective and prospective datasets. The workflow was integrated into 3D Slicer for real-time intraoperative use.   Results: The cropped-volume model significantly outperformed the full-volume model across all metrics (AUC-ROC = 0.898 vs"
PubMed,nnunet_liver_ultrasound,Comprehensive images and serum biomarkers for biliary atresia and other cholestasis in pediatrics.,"Liu, Shuyi; Zhang, Rui; Yu, Yongshang; Geng, Chunyixue; Ma, Hongbin et al.",2025,Scientific data,10.6084/m9.figshare.27274026,https://pubmed.ncbi.nlm.nih.gov/41068105/,"Biliary atresia (BA) and other pediatric cholestatic diseases are rare but serious conditions that require early and accurate diagnosis. Ultrasound has become the primary diagnostic method for BA, particularly for evaluating gallbladder contractility through fasting and postprandial comparisons. However, there is currently a lack of publicly available datasets containing paired fasting-postprandial gallbladder ultrasound images, other key sonographic features, and relevant serum biochemical indicators. The dataset consisted of 2,759 ultrasound images obtained from 1,019 infants diagnosed with cholestatic diseases. This included 377 BA cases (664 fasting and 328 post-prandial images) and 642 non-BA cases (1,004 fasting and 580 post-prandial images). Additionally, 183 images documenting abnormal ultrasonographic findings such as triangular cord sign, dilated hepatic artery, and hilar hepatic cysts, and relevant hepatic biochemical indicators were also collected. The study implemented nnU-Net to perform automated gallbladder segmentation across both fasting and postprandial ultrasound examinations. The dataset represents a valuable resource for enhancing the diagnostic accuracy of BA and facilitating the development of clinical decision-support system."
PubMed,nnunet_liver_ultrasound,Deep learning model for assessing survival benefits in hepatocellular carcinoma patients undergoing intra-arterial therapies based on proliferative subtype.,"Cao, Fei; An, Chao; Li, Shaolong; Hu, Xiaochun; Li, Da et al.",2025,NPJ digital medicine,10.3389/fimmu.2022.1013248,https://pubmed.ncbi.nlm.nih.gov/41258471/,"The proliferative hepatocellular carcinoma (HCC) subtype is associated with aggressive disease and poor prognosis, yet it remains challenging to identify non-invasively. This retrospective multicenter study developed a multitask deep learning system for detecting proliferative HCC and predicting survival after intra-arterial therapy (IAT). Contrast-enhanced CT scans from two cohorts (surgical resection, n = 398; unresectable HCC receiving transarterial chemoembolization or hepatic arterial infusion chemotherapy, n = 1749) were analyzed using an nnUNet-based segmentation pipeline for liver and tumor delineation. A novel Prototype Mamba Net (PMN) architecture was created to extract imaging features indicative of proliferative biology. The model achieved AUCs of 0.825 (95% CI: 0.781-0.884) and 0.792 (95% CI: 0.732-0.841) on training and testing sets, respectively, for detecting proliferative HCC. Prognostic nomograms combining radiomic and clinical variables outperformed traditional staging systems (time-dependent AUC: 0.83-0.87; integrated Brier score: 0.12 versus 0.18-0.23, all P < 0.001). Among low-risk patients, no significant difference in survival was observed. However, for high-risk patients, HAIC showed a significant survival benefit compared to TACE (training and testing, P < 0.001). This non-invasive deep learning method enables preoperative identification of proliferative HCC and supports personalized IAT treatment choices, potentially improving outcomes in unresectable HCC."
PubMed,data_efficiency_liver_ultrasound,Development and validation of a SOTA-based system for biliopancreatic segmentation and station recognition system in EUS.,"Zhang, Jingjie; Zhang, Jun; Chen, Hongsuo; Tian, Feilong; Zhang, Yu et al.",2025,Surgical endoscopy,10.1007/s00464-025-11858-3,https://pubmed.ncbi.nlm.nih.gov/40551029/,"BACKGROUND: Endoscopic ultrasound (EUS) is a vital tool for diagnosing biliopancreatic disease, offering detailed imaging to identify key abnormalities. Its interpretation demands expertise, which limits its accessibility for less trained practitioners. Thus, the creation of tools or systems to assist in interpreting EUS images is crucial for improving diagnostic accuracy and efficiency. OBJECTIVE: To develop an AI-assisted EUS system for accurate pancreatic and biliopancreatic duct segmentation, and evaluate its impact on endoscopists' ability to identify biliary-pancreatic diseases during segmentation and anatomical localization. METHODS: The EUS-AI system was designed to perform station positioning and anatomical structure segmentation. A total of 45,737 EUS images from 1852 patients were used for model training. Among them, 2881 images were for internal testing, and 2747 images from 208 patients were for external validation. Additionally, 340 images formed a man-machine competition test set. During the research process, various newer state-of-the-art (SOTA) deep learning algorithms were also compared. RESULTS: In classification, in the station recognition task, compared to the ResNet-50 and YOLOv8-CLS algorithms, the Mean Teacher algorithm achieved the highest accuracy, with an average of 95.60% (92.07%-99.12%) in the internal test set and 92.72% (88.30%-97.15%) in the external test set. For segmentation, compared to the UNet ++ and YOLOv8 algorithms, the U-Net v2 algorithm was optimal. Ultimately, the EUS-AI system was constructed using the optimal models from two tasks, and a man-machine competition experiment was conducted. The results demonstrated that the performance of the EUS-AI system significantly outperformed that of mid-level endoscopists, both in terms of position recognition (p < 0.001) and pancreas and biliopancreatic duct segmentation tasks (p < 0.001, p = 0.004). CONCLUSION: The EUS-AI system is expected to significantly shorten the learning curve for the pancreatic EUS examination and enhance procedural standardization."
PubMed,liver_ultrasound_segmentation_dl,Liver lesion segmentation in ultrasound: A benchmark and a baseline network.,"Li, Jialu; Zhu, Lei; Shen, Guibao; Zhao, Baoliang; Hu, Ying et al.",2025,Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society,10.1016/j.compmedimag.2025.102523,https://pubmed.ncbi.nlm.nih.gov/40112652/,"Accurate liver lesion segmentation in ultrasound is a challenging task due to high speckle noise, ambiguous lesion boundaries, and inhomogeneous intensity distribution inside the lesion regions. This work first collected and annotated a dataset for liver lesion segmentation in ultrasound. In this paper, we propose a novel convolutional neural network to learn dual self-attentive transformer features for boosting liver lesion segmentation by leveraging the complementary information among non-local features encoded at different layers of the transformer architecture. To do so, we devise a dual self-attention refinement (DSR) module to synergistically utilize self-attention and reverse self-attention mechanisms to extract complementary lesion characteristics between cascaded multi-layer feature maps, assisting the model to produce more accurate segmentation results. Moreover, we propose a False-Positive-Negative loss to enable our network to further suppress the non-liver-lesion noise at shallow transformer layers and enhance more target liver lesion details into CNN features at deep transformer layers. Experimental results show that our network outperforms state-of-the-art methods quantitatively and qualitatively."
Arxiv,liver_ultrasound_segmentation_dl,Navigated hepatic tumor resection using intraoperative ultrasound imaging,Karin Olthof; Theo Ruers; Tiziano Natali; Lisanne Venix; Jasper Smit et al.,2025,arXiv preprint,,http://arxiv.org/abs/2510.27596v1,"Purpose: This proof-of-concept study evaluates feasibility and accuracy of an ultrasound-based navigation system for open liver surgery. Unlike most conventional systems that rely on registration to preoperative imaging, the proposed system provides navigation-guided resection using 3D models generated from intraoperative ultrasound.   Methods: A pilot study was conducted in 25 patients undergoing resection of liver metastases. The first five cases served to optimize the workflow. Intraoperatively, an electromagnetic sensor compensated for organ motion, after which an ultrasound volume was acquired. Vasculature was segmented automatically and tumors semi-automatically using region-growing (n=15) or a deep learning algorithm (n=5). The resulting 3D model was visualized alongside tracked surgical instruments. Accuracy was assessed by comparing the distance between surgical clips and tumors in the navigation software with the same distance on a postoperative CT of the resected specimen.  "
PubMed,nnunet_liver_ultrasound,Automatic Segmentation and Alignment of Uterine Shapes from 3D Ultrasound Data.,"Boneš, Eva; Gergolet, Marco; Bohak, Ciril; Lesar, Žiga; Marolt, Matija",2024,Computers in biology and medicine,10.1016/j.compbiomed.2024.108794,https://pubmed.ncbi.nlm.nih.gov/38941903/,"BACKGROUND: The uterus is the most important organ in the female reproductive system. Its shape plays a critical role in fertility and pregnancy outcomes. Advances in medical imaging, such as 3D ultrasound, have significantly improved the exploration of the female genital tract, thereby enhancing gynecological healthcare. Despite well-documented data for organs like the liver and heart, large-scale studies on the uterus are lacking. Existing classifications, such as VCUAM and ESHRE/ESGE, provide different definitions for normal uterine shapes but are not based on real-world measurements. Moreover, the lack of comprehensive datasets significantly hinders research in this area. Our research, part of the larger NURSE study, aims to fill this gap by establishing the shape of a normal uterus using real-world 3D vaginal ultrasound scans. This will facilitate research into uterine shape abnormalities associated with infertility and recurrent miscarriages. METHODS: We developed an automated system for the segmentation and alignment of uterine shapes from 3D ultrasound data, which consists of two steps: automatic segmentation of the uteri in 3D ultrasound scans using deep learning techniques, and alignment of the resulting shapes with standard geometrical approaches, enabling the extraction of the normal shape for future analysis. The system was trained and validated on a comprehensive dataset of 3D ultrasound images from multiple medical centers. Its performance was evaluated by comparing the automated results with manual annotations provided by expert clinicians. RESULTS: The presented approach demonstrated high accuracy in segmenting and aligning uterine shapes from 3D ultrasound data. The segmentation achieved an average Dice similarity coefficient (DSC) of 0.90. Our method for aligning uterine shapes showed minimal translation and rotation errors compared to traditional methods, with the preliminary average shape exhibiting characteristics consistent with expert findings of a normal uterus. CONCLUSION: We have presented an approach to automatically segment and align uterine shapes from 3D ultrasound data. We trained a deep learning nnU-Net model that achieved high accuracy and proposed an alignment method using a combination of standard geometrical techniques. Additionally, we have created a publicly available dataset of 3D transvaginal ultrasound volumes with manual annotations of uterine cavities to support further research and development in this field. The dataset and the trained models are available at https://github.com/UL-FRI-LGM/UterUS."
PubMed,nnunet_liver_ultrasound,Automatic hepatic tumor segmentation in intra-operative ultrasound: a supervised deep-learning approach.,"Natali, Tiziano; Zhylka, Andrey; Olthof, Karin; Smit, Jasper N; Baetens, Tarik R et al.",2024,"Journal of medical imaging (Bellingham, Wash.)",10.1016/j.compmedimag.2022.102088,https://pubmed.ncbi.nlm.nih.gov/38481596/,"PURPOSE: Training and evaluation of the performance of a supervised deep-learning model for the segmentation of hepatic tumors from intraoperative US (iUS) images, with the purpose of improving the accuracy of tumor margin assessment during liver surgeries and the detection of lesions during colorectal surgeries. APPROACH: In this retrospective study, a U-Net network was trained with the nnU-Net framework in different configurations for the segmentation of CRLM from iUS. The model was trained on B-mode intraoperative hepatic US images, hand-labeled by an expert clinician. The model was tested on an independent set of similar images. The average age of the study population was 61.9 ± 9.9 years. Ground truth for the test set was provided by a radiologist, and three extra delineation sets were used for the computation of inter-observer variability. RESULTS: The presented model achieved a DSC of 0.84 ( CONCLUSION: The model can accurately segment hepatic tumors from iUS images and has the potential to speed up the resection margin definition during surgeries and the detection of lesion in screenings by automating iUS assessment."
PubMed,data_efficiency_liver_ultrasound,Liver Phantoms Cast in 3D-Printed Mold for Image-Guided Procedures.,"Elisei, Radu Claudiu; Graur, Florin; Melzer, Andreas; Moldovan, Sever Calin; Tiu, Calin et al.",2024,"Diagnostics (Basel, Switzerland)",10.3390/app10010052,https://pubmed.ncbi.nlm.nih.gov/39061658/,"INTRODUCTION: Image-guided invasive procedures on the liver require a steep learning curve to acquire the necessary skills. The best and safest way to achieve these skills is through hands-on courses that include simulations and phantoms of different complications, without any risks for patients. There are many liver phantoms on the market made of various materials; however, there are few multimodal liver phantoms, and only two are cast in a 3D-printed mold. METHODS: We created a virtual liver and 3D-printed mold by segmenting a CT scan. The InVesalius and Autodesk Fusion 360 software packages were used for segmentation and 3D modeling. Using this modular mold, we cast and tested silicone- and gelatin-based liver phantoms with tumor and vascular formations inside. We tested the gelatin liver phantoms for several procedures, including ultrasound diagnosis, elastography, fibroscan, ultrasound-guided biopsy, ultrasound-guided drainage, ultrasound-guided radio-frequency ablation, CT scan diagnosis, CT-ultrasound fusion, CT-guided biopsy, and MRI diagnosis. The phantoms were also used in hands-on ultrasound courses at four international congresses. RESULTS: We evaluated the feedback of 33 doctors regarding their experiences in using and learning on liver phantoms to validate our model for training in ultrasound procedures. CONCLUSIONS: We validated our liver phantom solution, demonstrating its positive impact on the education of young doctors who can safely learn new procedures thus improving the outcomes of patients with different liver pathologies."
PubMed,liver_ultrasound_segmentation_dl,Ultrasound guidance in navigated liver surgery: toward deep-learning enhanced compensation of deformation and organ motion.,"Smit, Jasper N; Kuhlmann, Koert F D; Thomson, Bart R; Kok, Niels F M; Ruers, Theo J M et al.",2024,International journal of computer assisted radiology and surgery,10.1093/ANNONC/MDW235,https://pubmed.ncbi.nlm.nih.gov/37249749/,"PURPOSE: Accuracy of image-guided liver surgery is challenged by deformation of the liver during the procedure. This study aims at improving navigation accuracy by using intraoperative deep learning segmentation and nonrigid registration of hepatic vasculature from ultrasound (US) images to compensate for changes in liver position and deformation. METHODS: This was a single-center prospective study of patients with liver metastases from any origin. Electromagnetic tracking was used to follow US and liver movement. A preoperative 3D model of the liver, including liver lesions, and hepatic and portal vasculature, was registered with the intraoperative organ position. Hepatic vasculature was segmented using a reduced 3D U-Net and registered to preoperative imaging after initial alignment followed by nonrigid registration. Accuracy was assessed as Euclidean distance between the tumor center imaged in the intraoperative US and the registered preoperative image. RESULTS: Median target registration error (TRE) after initial alignment was 11.6 mm in 25 procedures and improved to 6.9 mm after nonrigid registration (p = 0.0076). The number of TREs above 10 mm halved from 16 to 8 after nonrigid registration. In 9 cases, registration was performed twice after failure of the first attempt. The first registration cycle was completed in median 11 min (8:00-18:45 min) and a second in 5 min (2:30-10:20 min). CONCLUSION: This novel registration workflow using automatic vascular detection and nonrigid registration allows to accurately localize liver lesions. Further automation in the workflow is required in initial alignment and classification accuracy."
PubMed,liver_ultrasound_segmentation_dl,"A robust and automatic CT-3D ultrasound registration method based on segmentation, context, and edge hybrid metric.","He, Baochun; Zhao, Sheng; Dai, Yanmei; Wu, Jiaqi; Luo, Huoling et al.",2023,Medical physics,10.1002/mp.16396,https://pubmed.ncbi.nlm.nih.gov/36975007/,"BACKGROUND: The fusion of computed tomography (CT) and ultrasound (US) image can enhance lesion detection ability and improve the success rate of liver interventional radiology. The image-based fusion methods encounter the challenge of registration initialization due to the random scanning pose and limited field of view of US. Existing automatic methods those used vessel geometric information and intensity-based metric are sensitive to parameters and have low success rate. The learning-based methods require a large number of registered datasets for training. PURPOSE: The aim of this study is to provide a fully automatic and robust US-3D CT registration method without registered training data and user-specified parameters assisted by the revolutionary deep learning-based segmentation, which can further be used for preparing training samples for the study of learning-based methods. METHODS: We propose a fully automatic CT-3D US registration method by two improved registration metrics. We propose to use 3D U-Net-based multi-organ segmentation of US and CT to assist the conventional registration. The rigid transform is searched in the space of any paired vessel bifurcation planes where the best transform is decided by a segmentation overlap metric, which is more related to the segmentation precision than Dice coefficient. In nonrigid registration phase, we propose a hybrid context and edge based image similarity metric with a simple mask that can remove most noisy US voxels to guide the B-spline transform registration. We evaluate our method on 42 paired CT-3D US datasets scanned with two different US devices from two hospitals. We compared our methods with other exsiting methods with both quantitative measures of target registration error (TRE) and the Jacobian determinent with paired t-test and qualitative registration imaging results. RESULTS: The results show that our method achieves fully automatic rigid registration TRE of 4.895 mm, deformable registration TRE of 2.995 mm in average, which outperforms state-of-the-art automatic linear methods and nonlinear registration metrics with paired t-test's p value less than 0.05. The proposed overlap metric achieves better results than self similarity description (SSD), edge matching (EM), and block matching (BM) with p values of 1.624E-10, 4.235E-9, and 0.002, respectively. The proposed hybrid edge and context-based metric outperforms context-only, edge-only, and intensity statistics-only-based metrics with p values of 0.023, 3.81E-5, and 1.38E-15, respectively. The 3D US segmentation has achieved mean Dice similarity coefficient (DSC) of 0.799, 0.724, 0.788, and precision of 0.871, 0.769, 0.862 for gallbladder, vessel, and branch vessel, respectively. CONCLUSIONS: The deep learning-based US segmentation can achieve satisfied result to assist robust conventional rigid registration. The Dice similarity coefficient-based metrics, hybrid context, and edge image similarity metric contribute to robust and accurate registration."
PubMed,liver_ultrasound_segmentation_dl,An Automated Method for Classifying Liver Lesions in Contrast-Enhanced Ultrasound Imaging Based on Deep Learning Algorithms.,"Mămuleanu, Mădălin; Urhuț, Cristiana Marinela; Săndulescu, Larisa Daniela; Kamal, Constantin; Pătrașcu, Ana-Maria et al.",2023,"Diagnostics (Basel, Switzerland)",10.1109/TUFFC.2022.3161719,https://pubmed.ncbi.nlm.nih.gov/36980369/,"BACKGROUND: Contrast-enhanced ultrasound (CEUS) is an important imaging modality in the diagnosis of liver tumors. By using contrast agent, a more detailed image is obtained. Time-intensity curves (TIC) can be extracted using a specialized software, and then the signal can be analyzed for further investigations. METHODS: The purpose of the study was to build an automated method for extracting TICs and classifying liver lesions in CEUS liver investigations. The cohort contained 50 anonymized video investigations from 49 patients. Besides the CEUS investigations, clinical data from the patients were provided. A method comprising three modules was proposed. The first module, a lesion segmentation deep learning (DL) model, handled the prediction of masks frame-by-frame (region of interest). The second module performed dilation on the mask, and after applying colormap to the image, it extracted the TIC and the parameters from the TIC (area under the curve, time to peak, mean transit time, and maximum intensity). The third module, a feed-forward neural network, predicted the final diagnosis. It was trained on the TIC parameters extracted by the second model, together with other data: gender, age, hepatitis history, and cirrhosis history. RESULTS: For the feed-forward classifier, five classes were chosen: hepatocarcinoma, metastasis, other malignant lesions, hemangioma, and other benign lesions. Being a multiclass classifier, appropriate performance metrics were observed: categorical accuracy, F1 micro, F1 macro, and Matthews correlation coefficient. The results showed that due to class imbalance, in some cases, the classifier was not able to predict with high accuracy a specific lesion from the minority classes. However, on the majority classes, the classifier can predict the lesion type with high accuracy. CONCLUSIONS: The main goal of the study was to develop an automated method of classifying liver lesions in CEUS video investigations. Being modular, the system can be a useful tool for gastroenterologists or medical students: either as a second opinion system or a tool to automatically extract TICs."
PubMed,liver_ultrasound_segmentation_dl,"Artificial Intelligence-powered automatic volume calculation in medical images - available tools, performance and challenges for nuclear medicine.","Wendler, Thomas; Kreissl, Michael C; Schemmer, Benedikt; Rogasch, Julian Manuel Michael; De Benetti, Francesca",2023,Nuklearmedizin. Nuclear medicine,10.3413/Nukmed-0823-16-04,https://pubmed.ncbi.nlm.nih.gov/37995707/,"Volumetry is crucial in oncology and endocrinology, for diagnosis, treatment planning, and evaluating response to therapy for several diseases. The integration of Artificial Intelligence (AI) and Deep Learning (DL) has significantly accelerated the automatization of volumetric calculations, enhancing accuracy and reducing variability and labor. In this review, we show that a high correlation has been observed between Machine Learning (ML) methods and expert assessments in tumor volumetry; Yet, it is recognized as more challenging than organ volumetry. Liver volumetry has shown progression in accuracy with a decrease in error. If a relative error below 10 % is acceptable, ML-based liver volumetry can be considered reliable for standardized imaging protocols if used in patients without major anomalies. Similarly, ML-supported automatic kidney volumetry has also shown consistency and reliability in volumetric calculations. In contrast, AI-supported thyroid volumetry has not been extensively developed, despite initial works in 3D ultrasound showing promising results in terms of accuracy and reproducibility. Despite the advancements presented in the reviewed literature, the lack of standardization limits the generalizability of ML methods across diverse scenarios. The domain gap, i. e., the difference in probability distribution of training and inference data, is of paramount importance before clinical deployment of AI, to maintain accuracy and reliability in patient care. The increasing availability of improved segmentation tools is expected to further incorporate AI methods into routine workflows where volumetry will play a more prominent role in radionuclide therapy planning and quantitative follow-up of disease evolution."
PubMed,liver_ultrasound_segmentation_dl,Artificial intelligence - based ultrasound elastography for disease evaluation - a narrative review.,"Zhang, Xian-Ya; Wei, Qi; Wu, Ge-Ge; Tang, Qi; Pan, Xiao-Fang et al.",2023,Frontiers in oncology,10.1109/CVPR.2017.697,https://pubmed.ncbi.nlm.nih.gov/37333814/,"Ultrasound elastography (USE) provides complementary information of tissue stiffness and elasticity to conventional ultrasound imaging. It is noninvasive and free of radiation, and has become a valuable tool to improve diagnostic performance with conventional ultrasound imaging. However, the diagnostic accuracy will be reduced due to high operator-dependence and intra- and inter-observer variability in visual observations of radiologists. Artificial intelligence (AI) has great potential to perform automatic medical image analysis tasks to provide a more objective, accurate and intelligent diagnosis. More recently, the enhanced diagnostic performance of AI applied to USE have been demonstrated for various disease evaluations. This review provides an overview of the basic concepts of USE and AI techniques for clinical radiologists and then introduces the applications of AI in USE imaging that focus on the following anatomical sites: liver, breast, thyroid and other organs for lesion detection and segmentation, machine learning (ML) - assisted classification and prognosis prediction. In addition, the existing challenges and future trends of AI in USE are also discussed."
PubMed,liver_ultrasound_segmentation_dl,Artificial intelligence: A review of current applications in hepatocellular carcinoma imaging.,"Pellat, Anna; Barat, Maxime; Coriat, Romain; Soyer, Philippe; Dohan, Anthony",2023,Diagnostic and interventional imaging,10.1016/j.diii.2022.10.001,https://pubmed.ncbi.nlm.nih.gov/36272931/,"Hepatocellular carcinoma (HCC) is the most common type of primary liver cancer and currently the third-leading cause of cancer-related death worldwide. Recently, artificial intelligence (AI) has emerged as an important tool to improve clinical management of HCC, including for diagnosis, prognostication and evaluation of treatment response. Different AI approaches, such as machine learning and deep learning, are both based on the concept of developing prediction algorithms from large amounts of data, or big data. The era of digital medicine has led to a rapidly expanding amount of routinely collected health data which can be leveraged for the development of AI models. Various studies have constructed AI models by using features extracted from ultrasound imaging, computed tomography imaging and magnetic resonance imaging. Most of these models have used convolutional neural networks. These tools have shown promising results for HCC detection, characterization of liver lesions and liver/tumor segmentation. Regarding treatment, studies have outlined a role for AI in evaluation of treatment response and improvement of pre-treatment planning. Several challenges remain to fully integrate AI models in clinical practice. Future research is still needed to robustly evaluate AI algorithms in prospective trials, and improve interpretability, generalizability and transparency. If such challenges can be overcome, AI has the potential to profoundly change the management of patients with HCC. The purpose of this review was to sum up current evidence on AI approaches using imaging for the clinical management of HCC."
